序号,公司名称,注册资金,法定代表人,成立时间,经营状态,电话,邮箱,详细地址,统一社会信用代码,纳税人识别号,注册号,组织机构代码,公司类型,所属行业,所属地区,成立时间,曾经用名,企业类型,股东,历史股东,补充电话,备注
北京航美联合广告有限公司,北京航美联合广告有限公司,5000万人民币,姬连强,6002-04-90,在业,58456310,liyao@airmedia.net.cn,北京市房山区长沟镇金元大街1号北京基金小镇大厦A座246,91110101686901005R,91110101686901005R,110000011739110,686901005,有限责任公司(法人独资),商务服务业,房山分局,6002-04-90,,有限责任公司(法人独资),航美传媒集团有限公司,,,
北京弘高建筑装饰工程设计有限公司,北京弘高建筑装饰工程设计有限公司,5000万人民币,韩力伟,6008-03-93,在业,010-57963389,gs1952@163.com,,91110114791627714U,91110114791627714U,110114009788415,791627714,有限责任公司(法人独资),专业技术服务业,北京市工商行政管理局昌平分局,6008-03-93,,有限责任公司(法人独资),北京弘高创意建筑设计股份有限公司,,,
北京红土基业房地产咨询有限公司,北京红土基业房地产咨询有限公司,10万人民币,林立平,6006-07-68,,暂无信息,暂无信息,北京市朝阳区霄云路18号C区6号,-,-,110105003789095,-,有限责任公司(自然人投资或控股),商务服务业,北京市工商行政管理局朝阳分局,6006-07-68,,有限责任公司(自然人投资或控股),林立平,,,
北京宏岸图升网络技术有限公司上海分公司,北京宏岸图升网络技术有限公司上海分公司,-,梁蔚霞,6099-09-90,存续,021-80136018,zhuzhenli@soufun.com,上海市崇明区庙镇剧场路80号3幢102室,91310230568026764G,91310230568026764G,310000500264769,568026764,有限责任公司分公司（自然人投资或控股的法人独资）,专业技术服务业,崇明区市场监管局,6099-09-90,,有限责任公司分公司（自然人投资或控股的法人独资）,,,,
北京宏岸网络技术有限公司上海分公司,北京宏岸图升网络技术有限公司上海分公司,-,梁蔚霞,6099-09-90,存续,021-80136018,zhuzhenli@soufun.com,上海市崇明区庙镇剧场路80号3幢102室,91310230568026764G,91310230568026764G,310000500264769,568026764,有限责任公司分公司（自然人投资或控股的法人独资）,专业技术服务业,崇明区市场监管局,6099-09-90,,有限责任公司分公司（自然人投资或控股的法人独资）,,,,
北京鸿江长润建筑工程有限公司,北京鸿江长润建筑工程有限公司,500万人民币,付春江,6098-90-02,在业,010-58075871,275273817@qq.com,北京市门头沟区石龙南路10号284室,91110109MA008LEQX9,91110109MA008LEQX9,110109022141721,MA008LEQX,有限责任公司(自然人独资),房屋建筑业,门头沟分局,6098-90-02,,有限责任公司(自然人独资),付春江,,,
北京华体体育场馆施工有限责任公司,北京华体体育场馆施工有限责任公司,1000万人民币,杨军,9222-01-94,在业,87182638,865130557@qq.com,北京市密云区河南寨镇密顺路18号产业基地办公楼420室—32号,9.11102281029997E+017,9.11102281029997E+017,110228000346208,102999687,其他有限责任公司,土木工程建筑业,密云分局,9222-01-94,,其他有限责任公司,北京建宇工程管理股份有限公司,,,
北京华野模型有限公司,北京华野模型有限公司,600万人民币,王志强,6006-09-49,在业,010-64949017,563394567@qq.com,,9.1110105735573E+017,9.1110105735573E+017,110105003556058,735572958,其他有限责任公司,文教、工美、体育和娱乐用品制造业,朝阳分局,6006-09-49,,其他有限责任公司,深圳市华野模型有限公司,,,
北京佳幸亚装饰设计有限公司,北京佳幸亚装饰设计有限公司,100万人民币,刘秀程,6001-04-62,在业,13501213045,lidongtao@263.net,北京市朝阳区酒仙桥十街坊(94中)二号楼436室,91110105773374768X,91110105773374768X,110105008092759,773374768,有限责任公司(自然人投资或控股),专业技术服务业,朝阳分局,6001-04-62,,有限责任公司(自然人投资或控股),刘秀程,,,
北京嘉寓门窗幕墙股份有限公司,北京嘉寓门窗幕墙股份有限公司,71676万人民币,田新甲,9253-09-01,在业,010-69414792,zcb@jayugroup.com,,91110000102526927Q,91110000102526927Q,110000410296248,102526927,其他股份有限公司(上市),建筑装饰和其他建筑业,北京市工商行政管理局顺义分局,9253-09-01,,其他股份有限公司(上市),嘉寓投资（集团）香港有限公司,,,
北京江河幕墙系统工程有限公司,北京江河幕墙系统工程有限公司,100000万人民币,周韩平,6094-01-69,在业,010-60411166,jangho@jangho.com,,91110000069632989Y,91110000069632989Y,110000015905661,69632989,有限责任公司(法人独资),建筑安装业,北京市工商行政管理局顺义分局,6094-01-69,,有限责任公司(法人独资),江河创建集团股份有限公司,,,
北京焦点互动信息服务有限公司,北京焦点互动信息服务有限公司,1000万人民币,张雪梅,6097-03-91,在业,010-56601004,liangminwu@sohu-inc.com,北京市海淀区北四环西路52号16层1801房间,9.11101083065095E+017,9.11101083065095E+017,110108017564290,306509504,有限责任公司(法人独资),商务服务业,北京市工商行政管理局海淀分局,6097-03-91,,有限责任公司(法人独资),北京恒达易通信息技术有限公司,,,
北京焦点互动信息服务有限公司昆明分公司,北京焦点互动信息服务有限公司昆明分公司,-,柳彦,6097-90-91,存续,010-56601004,liangminwu@sohu-inc.com,云南省昆明市西山区福海街道办事处杨家社区南亚风情第壹城A4幢1单元20层2001室、2002室,9.15301123163202E+017,9.15301123163202E+017,530112100182301,316320211,有限责任公司分公司(自然人投资或控股),软件和信息技术服务业,西山区市场监督管理局,6097-90-91,,有限责任公司分公司(自然人投资或控股),,,,
北京焦点互动信息服务有限公司沈阳分公司,北京焦点互动信息服务有限公司沈阳分公司,-,李少鹏,6097-99-92,存续,010-56601004,liangminwu@sohu-inc.com,辽宁省沈阳市沈河区万柳塘路36-1号133室,9.12101033131958E+017,9.12101033131958E+017,210103100040128,313195785,有限责任公司分公司（非自然人投资或控股的法人独资）,软件和信息技术服务业,沈阳市沈河区市场监督管理局,6097-99-92,,有限责任公司分公司（非自然人投资或控股的法人独资）,,,,
北京靳朝晖室内装饰设计有限公司,北京靳朝晖室内装饰设计有限公司,500万人民币,靳红,6090-99-06,在业,010-65503200,jojojoj@126.com,北京市朝阳区广渠路28号院401号楼(劲松孵化器2091号),91110105563648281J,91110105563648281J,110105013329203,563648281,有限责任公司(自然人独资),专业技术服务业,朝阳分局,6090-99-06,,有限责任公司(自然人独资),王可馨,,,
北京京师天成旅游规划设计咨询有限公司,北京京师天成旅游规划设计咨询有限公司,100万人民币,田光涛,6008-01-67,在业,62263429,1119466984@uq.com,北京市海淀区宝盛里芳清园10号楼4层五单元402(住宅),91110108788963071E,91110108788963071E,110102009594594,788963071,有限责任公司(自然人投资或控股),商务服务业,北京市工商行政管理局海淀分局,6008-01-67,,有限责任公司(自然人投资或控股),田光涛,,,
北京敬业建设监理有限公司,北京敬业建设监理有限公司,1600万人民币,陈会宁,9227-09-94,在业,64482218,chenhuining@163.com,,9.11101091014963E+017,9.11101091014963E+017,110109001083743,101496279,有限责任公司(自然人投资或控股),专业技术服务业,北京市工商行政管理局门头沟分局,9227-09-94,,有限责任公司(自然人投资或控股),陈会宁,,,
北京敬业建设监理有限公司温州分公司,北京敬业建设监理有限公司温州分公司,-,陈林,6008-02-01,存续,0577-86000582,1806209971@qq.com,浙江省温州市鹿城区温州大道展宏大厦1幢802室,9.13303007933953E+017,9.13303007933953E+017,330300000066007,793395259,其他有限责任公司分公司,其他服务业,温州市市场监督管理局,6008-02-01,,其他有限责任公司分公司,,,,
北京开元嘉业智能化信息技术有限公司,北京开元嘉业智能化信息技术有限公司,2500万人民币,戴志强,6009-06-69,在业,59105031,e13671144730@163.com,北京市丰台区马家堡东路121号院1号楼8层906,91110106801736026L,91110106801736026L,110106001954823,801736026,有限责任公司(自然人投资或控股),科技推广和应用服务业,北京市工商行政管理局丰台分局,6009-06-69,,有限责任公司(自然人投资或控股),戴志强,,,
北京凯必盛自动门技术有限公司,北京凯必盛自动门技术有限公司,2890万人民币,石建立,6000-05-65,在业,010-69748800,renzhijuan@kbb.com.cn,,91110114721449529B,91110114721449529B,110114001641682,721449529,其他有限责任公司,科技推广和应用服务业,北京市工商行政管理局昌平分局,6000-05-65,,其他有限责任公司,石建荣,,,
北京科锐活动隔墙制造有限公司,北京科锐活动隔墙制造有限公司,1000万人民币,单俊生,6001-03-09,在业,13601396751,shy99126@163.com,北京市通州区永乐店镇永乐大街31号-100号,91110112777063115K,91110112777063115K,110112008609737,777063115,有限责任公司(自然人投资或控股),木材加工和木、竹、藤、棕、草制品业,通州分局,6001-03-09,,有限责任公司(自然人投资或控股),翟娟,,,
北京乐孚装饰工程有限公司,北京乐孚装饰工程有限公司,4000万人民币,朱文俊,9227-06-04,在业,010-65711950, lefu@188.com ,北京市怀柔区凤翔东大街9号219室,91110116600025455W,91110116600025455W,110000003335420,600025455,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,北京市工商行政管理局怀柔分局,9227-06-04,,有限责任公司(自然人投资或控股),高瑜平,,,
北京鲤栈创意设计有限公司,北京鲤栈创意设计有限公司,249万人民币,陈明威,6091-96-09,在业,010-57463537,david.chen@bycarp.com,北京市朝阳区将台路6号丽都饭店0-705A室,91110105MA0027RN7B,91110105MA0027RN7B,110105020285582,MA0027RN7,有限责任公司(自然人投资或控股),专业技术服务业,朝阳分局,6091-96-09,,有限责任公司(自然人投资或控股),陈明威,,,
北京立德冰雪体育文化发展有限公司,北京立德冰雪体育文化发展有限公司,1000万人民币,李玺顺,6097-03-06,在业,13810109466,qynj2015@163.com,北京市通州区经济开发区聚富苑产业园区聚和六街1号-101,91110112306498577A,91110112306498577A,110112017509057,306498577,有限责任公司(自然人投资或控股),科技推广和应用服务业,通州分局,6097-03-06,,有限责任公司(自然人投资或控股),李玺顺,,,
北京亮创酒店用品有限公司,北京亮创酒店用品有限公司,1010万人民币,黄亮,6097-01-62,在业,18710174613,1749295231@qq.com,北京市大兴区金业大街46号院2号楼一层101,91110115306354776F,91110115306354776F,110115017314360,306354776,有限责任公司(自然人独资),批发业,大兴分局,6097-01-62,,有限责任公司(自然人独资),黄亮,,,
北京龙安华城建筑设计有限公司,,,,,,,,,,,,,,,,,,,,,,
北京贸腾科技有限公司,北京贸腾科技有限公司,10万人民币,康莱·亚历山大·杜,6008-96-61,在业,010-68291090,zhiying.zhang@mbtcheck.com,北京市海淀区永定路88号4层B20,91110108796702314D,91110108796702314D,110000410304934,796702314,有限责任公司(外国自然人独资),软件和信息技术服务业,海淀分局,6008-96-61,,有限责任公司(外国自然人独资),康莱·亚历山大·杜,,,
北京美耐标识有限责任公司,北京美耐标识有限责任公司,500万人民币,陈荣,6002-08-99,在业,65471168,176366279@qq.com,,91110105690809762C,91110105690809762C,110105011997834,690809762,有限责任公司(自然人投资或控股),文教、工美、体育和娱乐用品制造业,朝阳分局,6002-08-99,,有限责任公司(自然人投资或控股),陈荣,,,
北京墨臣工程咨询有限公司,北京墨臣工程咨询有限公司,500万人民币,赖军,9228-99-95,在业,010-58545108,luxiuying@mochen.com,北京市西城区佟麟阁路85号15号楼二层,91110102633783121X,91110102633783121X,110108005089271,633783121,其他有限责任公司,专业技术服务业,北京市工商行政管理局西城分局,9228-99-95,,其他有限责任公司,北京墨臣建筑设计事务所（普通合伙）,,,
北京鸟人艺术推广有限责任公司,北京鸟人艺术推广有限责任公司,300万人民币,周亚平,9227-96-08,在业,13701325115,398146550@qq.com,北京市海淀区翠微路12号7层6单元701-01号,9111010510192646X6,9111010510192646X6,110105004605601,10192646X,有限责任公司(自然人独资),文化艺术业,海淀分局,9227-96-08,,有限责任公司(自然人独资),周亚平,,,
北京诺思威建筑装饰工程有限公司,北京诺思威建筑装饰工程有限公司,5000万人民币,刘力峰,9224-96-02,在业,010-58930392,northway@126.com,北京市海淀区紫竹院路116号嘉豪国际中心A座715号,9.11101086000176E+017,9.11101086000176E+017,110108003351900,600017615,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,海淀分局,9224-96-02,,有限责任公司(自然人投资或控股),北京诚信华德投资集团有限公司,,,
北京翘楚时代广告有限公司,北京翘楚时代广告有限公司,200万人民币,胡志宏,6091-04-95,在业,010-85842728,1372952203@qq.com,北京市丰台区大成里秀园13号楼东侧楼三层(卢沟桥企业集中办公区),91110106335452906N,91110106335452906N,110106018775527,335452906,有限责任公司(自然人独资),商务服务业,丰台分局,6091-04-95,,有限责任公司(自然人独资),胡志宏,,,
